,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,mu_0,mu_1,mu_2,mu_3,mu_4,y_0,y_1,y_2,y_3,y_4,y,z
0,-0.4014339891654721,0.2879598040230986,0.9592944903396048,0.12727361197397657,0.7084244182983108,-0.6732968480119967,-0.3373038374113717,0.7419141323437013,0.20365298337030535,-0.44763047557017077,0.5828047472902809,-0.6171508967496273,0.24789982793447884,0.4968409634819113,0.7953725666632598,-0.2128857915336939,-0.7925400763777268,0.8127660726319352,0.8585645808168956,0.226313228250403,0.6318634298501165,0.4638944248802457,-0.24665155626595525,0.4536796847646387,-0.9603218933270026,-0.7256181651456928,-0.2441624040477146,-0.2346584904588962,0.41405741836119336,-0.9240414779816004,36.81020823935197,40.60019317541605,10.121122671684324,40.60019317541605,36.81020823935197,36.149777505237466,39.90050787720336,10.113417944971845,41.24765482737554,36.0222669933537,41.24765482737554,3.0
1,-0.27743345606358427,-0.052722070832680545,-0.9040000366371599,-0.5244256987051688,0.9161290839495921,-0.8699056264176699,0.9395873174926312,0.8871865341789278,0.5604235063788374,0.554442362172783,-0.16332873562593186,-0.33356506205256986,0.7879216736444767,-0.7033888481800761,-0.9265806942557682,-0.3184759450269632,0.3732027215768303,-0.9422567951543082,-0.9770600489997174,0.3750126611017337,-0.49794171129365794,-0.7852919589278176,-0.6283563723693175,-0.5318309773681287,0.9121741771741865,0.9658948741997335,-0.9612731063205382,-0.637861361226673,0.5741415448864575,0.08014956968239417,-17.872833538200425,75.27405152603178,-6.683804052502892,75.27405152603178,-17.872833538200425,-17.72650174594085,76.00601274587623,-7.240705071016232,76.16339855495964,-19.25896897962929,-17.72650174594085,0.0
2,-0.4761639216787048,0.8267609389820998,0.3025088433243608,0.5893019938789372,0.11312155606075613,0.30485082505454475,-0.13637984120295354,0.8701623236505902,0.1076090665809939,0.45306158069714564,0.9012033211090142,0.7445240048612212,-0.8510336835534666,0.568143821056144,-0.34549235103311293,-0.31501185700098744,-0.2970335086594653,-0.23069197535849928,-0.37435091300685874,0.5761401736959122,0.17797368675108483,0.1413312160268292,0.12947771263574337,-0.3086510643000042,0.24932462350433915,0.6213690111588088,-0.5652794489230071,0.6148395259821093,0.9576727823019358,-0.9815951330194452,91.68947854168768,2202.4279699206777,46.87978997305558,2202.4279699206777,91.68947854168768,91.57279764208384,2202.7976470532253,46.27677007175521,2202.3011110674834,90.52713848562964,91.57279764208384,0.0
3,-0.40910100484130996,-0.9062138719675414,0.13460225881971466,0.4993801842434573,0.2446037894874642,0.3344294555846521,-0.7055788265420255,0.6740151806294696,0.184241719546675,0.6263962715490086,0.18229159432203734,-0.8718272054369891,-0.4082512425089475,-0.22381395777962587,0.6841539519432296,-0.7766814930443489,-0.7874302951603385,0.7799950278448975,-0.7288839217934224,-0.22274978769045006,0.9125028184903352,0.04971213131802843,0.21496415107539613,0.7113701309391827,-0.7635851963307392,-0.3713985353043783,-0.0762696139511132,0.007548555215150632,0.596560975454457,0.5446894467109935,-20.57334864293515,-1373.9428961487638,-19.74212557451977,-1373.9428961487638,-20.57334864293515,-20.24092501150408,-1375.2221055635548,-18.696180580850733,-1374.7959342647573,-20.883853635087387,-1374.7959342647573,3.0
4,-0.6966340293467392,0.42584968899900466,0.42411151668246183,0.12856687042238346,0.45128728173844235,0.8025465473142444,0.3835965105938579,0.5010520126061395,0.7918161451109254,-0.8964720624929245,0.8741493360098871,0.9893348651930443,0.6094237775723443,-0.4198791815334424,0.6875446328904087,-0.8006727817066892,-0.8713122083147946,0.6920120513781782,-0.6990350982331845,-0.09185751692645172,-0.4163309920529039,-0.4969529695454251,-0.8364335214857967,0.7536728962514616,-0.508340377445599,-0.9301053341274474,-0.25927224518690384,-0.05479599872747287,-0.01889220087151866,0.3372743820913773,46.86697833050154,759.0923267160931,17.225617270363625,759.0923267160931,46.86697833050154,46.56354566401762,757.6850139657428,17.770682259989297,758.7339554868742,46.53522292349277,757.6850139657428,1.0
5,-0.07848802696280788,-0.5257801118348233,-0.6500350308890239,0.5971965686663727,-0.33430193819191234,-0.007792907757674161,-0.662271990890501,-0.9397869896780597,-0.355389611210321,0.4637658021648974,-0.3175307235682552,0.20363563730402112,-0.9905583442681156,0.6643419058811415,0.743899937787849,-0.29862022379236186,-0.1726774691830728,-0.9022578006690931,0.5936990080960669,0.34860854710492584,0.29233025622646736,-0.18253224130812984,-0.7974788826826704,0.07674251839743351,0.46709743380725954,-0.3954086654269229,-0.9841619343334225,-0.7573340690224086,4.605788875977623e-05,0.8731425343814097,-52.071593605082235,-1152.0011424300478,-29.968355688834674,-1152.0011424300478,-52.071593605082235,-52.631961783891256,-1152.8106395771529,-28.58728078806298,-1151.8232485295553,-50.11718307432911,-28.58728078806298,2.0
6,0.07165126549449052,0.4173979343766814,-0.7617321420979122,-0.6990792657421432,-0.3412725107956067,0.31409807685174984,-0.578159794994946,0.9625769238265727,-0.04426527027661464,-0.46272584395303173,-0.6574686099269056,-0.6548024091792917,-0.7080015311167571,0.1892797857486228,-0.4027001099590517,0.2821149545712476,0.9277272388893012,-0.13093502203705487,0.35661107904132017,0.33315791393368777,0.7385652346832363,0.02796284333727206,-0.3902010133806626,-0.7478035263101104,-0.5192322278908388,-0.058651141627525494,0.39507860472199674,-0.8159438821765974,0.530442455163719,0.5390757107598556,-35.38900233062968,-907.1155499604631,-17.383581194451434,-907.1155499604631,-35.38900233062968,-35.73746428513289,-908.3898958507767,-16.281539775939393,-906.7099887911343,-35.129461371486315,-906.7099887911343,3.0
7,-0.9127993330273423,0.30722174087955945,-0.270401918516211,0.41937220201933423,-0.7810365083350397,0.524484817620009,0.8728510157684426,0.7875238422199529,0.6927265804297122,0.5727508574795643,0.962993789234551,0.3523761873720108,0.22156469394276535,0.851960619499275,-0.08968740166883826,-0.7002883689964945,-0.7629411446553604,0.8179036713991148,0.6210443315976337,0.8808516809286178,-0.020190486999169144,-0.39207460967743235,0.994846107409288,-0.4663032177406028,-0.3809572247693376,0.310580148179632,0.4567798330914412,0.16535691551122622,0.9595593011350609,0.33699906757511644,145.65400259967097,3156.66295224625,71.11674236738978,3156.66295224625,145.65400259967097,146.89616832928195,3156.5408781772835,72.23040812026039,3154.504394541958,145.62184382091948,3154.504394541958,3.0
8,-0.9101497550085538,0.012116756546763252,0.2053766787570812,-0.23788059983330023,-0.12923033144849505,0.41216608553242673,0.9525545919102365,0.46840504239012337,-0.3938680074153218,-0.8470467251197569,0.17344926178776165,0.7954857644759312,-0.5249187285163299,0.42980711451198705,-0.2807834841064678,0.6248418284380794,-0.9370418997406349,0.45640555050019715,-0.2386470363839046,-0.8787415064361093,-0.7814333570378189,-0.17105441112821573,-0.4360477933665887,-0.7102775328007607,0.1810545183188812,0.012108840402548227,-0.9991028781193818,0.567207029594444,-0.6776869225075952,-0.4480944624626486,-46.72427050457427,-367.38923954312634,-12.611931788509768,-367.38923954312634,-46.72427050457427,-46.129631717415926,-367.2764256596362,-11.23285969814594,-367.89336780471024,-48.262516964991256,-48.262516964991256,4.0
9,0.995256083853232,-0.6796868171508341,-0.12386486494580562,0.481721413255471,-0.8780272148096708,0.15344240229860673,-0.6560395700359445,-0.6571769633781326,0.7833943291370458,-0.5396788601418081,0.06294860985003803,-0.8142044372462895,0.1497998538905121,-0.40208438392783963,0.8233690873765829,0.8183892801107693,0.1153844276103666,-0.6401216176816031,-0.5612183359640823,-0.306115780160674,0.16538862006231136,0.9879367972826103,0.14519585944709523,-0.07654437518339385,0.2630285417312521,-0.36276192743757285,0.7296662485615979,0.014105649586520386,0.07706659519430947,0.9025723075651371,-50.011093041366216,-1205.3438017320261,-22.581251150003695,-1205.3438017320261,-50.011093041366216,-50.12434582598801,-1206.16983538416,-22.896609408797733,-1205.2412597877847,-50.11402735159151,-1206.16983538416,1.0
